food_name,food_type,category,protein_g,carbs_g,fat_g,fiber_g,calories_kcal,vitamins,minerals,vaat_suitable,pit_suitable,cough_suitable,vaat_rating,pit_rating,cough_rating,health_tags,body_type,suitability_label,recommendation,suitability_reason
Chicken Thigh,Non-Veg,Poultry,25.81,0.0,5.82,0.0,210.5,"B3,B6,B12","Se,P",Yes,No,No,4,2,2,"Juicy,Protein Rich",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Papaya,Veg,Fruits,0.52,10.15,0.3,1.79,41.0,"A,C,B9","K,Mg",Yes,Yes,Yes,5,4,4,"Digestive,Anti-Inflammatory",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Potato,Veg,Vegetables,1.92,17.51,0.1,2.3,78.5,"C,B6,B9","K,Mg",Yes,No,No,4,2,2,"Heavy,Kapha Increasing",Cough (Kapha),not_suitable,No,Sweet and cold nature aggravates Kapha's already heavy and damp qualities.
Capsicum,Veg,Vegetables,0.89,5.97,0.3,2.11,30.8,"C,B6,A","K,Mg",No,No,Yes,2,2,4,Vitamin C Rich,Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Almonds,Veg,Nuts & Seeds,20.88,21.6,48.56,12.53,586.0,"E,B2","Mg,Ca,Fe",Yes,Yes,No,5,4,2,"Brain Food,Vitamin E",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Ridge Gourd,Veg,Vegetables,0.68,3.61,0.2,0.59,19.2,"C,B6","Fe,Ca",Yes,Yes,Yes,4,5,5,"Light,Cooling",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Sesame Seeds,Veg,Nuts & Seeds,17.39,26.39,50.26,11.21,579.7,"B1,B9","Ca,Fe",Yes,No,No,4,2,2,"Calcium Rich,Warming",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Turkey,Non-Veg,Poultry,28.28,0.0,7.07,0.0,182.5,"B3,B6,B12","Se,Zn",Yes,No,No,4,2,2,"Lean,Low Fat",Cough (Kapha),not_suitable,No,Sweet and cold nature aggravates Kapha's already heavy and damp qualities.
Bone Broth,Non-Veg,Soups,5.78,0.48,2.06,0.0,36.4,B12,"Ca,Mg",Yes,No,No,5,2,2,"Gut Healing,Collagen",Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Rohu Fish,Non-Veg,Fish,15.95,0.0,1.4,0.0,96.5,"B12,D","P,Se",Yes,Yes,No,4,4,2,"Light,Easy Digest",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Salmon,Non-Veg,Fish,19.57,0.0,12.79,0.0,209.2,"B12,D,B3","Se,P",Yes,Yes,No,4,4,2,"Omega-3,Heart Health",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Olive Oil,Veg,Oils,0.0,0.0,99.76,0.0,910.3,"E,K",,Yes,Yes,Yes,4,4,4,"Heart Healthy,Antioxidant",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Drumstick Leaves,Veg,Leafy Greens,9.46,8.53,1.45,1.92,92.4,"A,C,B9","Ca,K,Fe",Yes,Yes,Yes,4,4,4,"Superfood,High Ca",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Catla Fish,Non-Veg,Fish,18.26,0.0,2.29,0.0,94.3,"B12,D","P,Se",Yes,Yes,No,4,4,2,Light Protein,Cough (Kapha),not_suitable,No,Promotes mucus formation – avoid during Kapha imbalance.
Pumpkin,Veg,Vegetables,0.95,6.78,0.1,0.49,25.9,"A,C,B6","K,Mg",Yes,Yes,Yes,5,5,5,"Tri-doshic,Sweet",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Carrot,Veg,Vegetables,0.91,10.04,0.21,2.8,41.9,"A,B6,C","K,Ca",Yes,Yes,Yes,5,4,4,"Eye Health,Antioxidant",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Turkey,Non-Veg,Poultry,29.13,0.0,7.38,0.0,185.8,"B3,B6,B12","Se,Zn",Yes,No,No,4,2,2,"Lean,Low Fat",Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Chicken Breast,Non-Veg,Poultry,32.31,0.0,3.47,0.0,164.9,"B3,B6,B12","Se,P",Yes,No,No,4,2,2,Lean Protein,Cough (Kapha),not_suitable,No,Promotes mucus formation – avoid during Kapha imbalance.
Oat Milk,Vegan,Dairy Alt,0.99,15.93,1.52,0.82,75.3,"B12,D",Ca,Yes,Yes,Yes,4,4,4,Fiber Rich,Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Ragi,Veg,Grains,1.73,21.81,0.5,1.0,101.7,"B1,B2","Ca,Fe",Yes,Yes,Yes,4,4,4,"Calcium Rich,Gluten Free",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Ragi,Veg,Grains,1.69,21.39,0.52,1.03,96.5,"B1,B2","Ca,Fe",Yes,Yes,Yes,4,4,4,"Calcium Rich,Gluten Free",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Cashews,Veg,Nuts & Seeds,17.48,30.11,43.42,3.36,534.4,"B1,B6","Cu,Mg",No,No,No,2,2,2,"Heavy,Rich",Vaat,not_suitable,No,"Cold, dry, or pungent qualities aggravate Vaat dosha."
Prawn/Shrimp,Non-Veg,Seafood,25.02,0.21,0.31,0.0,97.7,"B12,D,B3","Se,P",No,Yes,No,2,4,2,"Low Fat,High Protein",Cough (Kapha),not_suitable,No,Promotes mucus formation – avoid during Kapha imbalance.
Nutritional Yeast,Vegan,Supplements,13.45,7.14,0.51,3.09,43.6,"B12,B1,B2","Zn,Se",Yes,Yes,Yes,4,4,4,"Complete Protein,B12",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Papaya,Veg,Fruits,0.48,10.26,0.3,1.85,41.5,"A,C,B9","K,Mg",Yes,Yes,Yes,5,4,4,"Digestive,Anti-Inflammatory",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Toor Dal,Veg,Legumes,7.17,15.03,0.4,3.03,123.3,"B9,B1","Fe,K",Yes,Yes,Yes,4,4,4,"Light,Daily Use",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Paneer,Veg,Dairy,10.46,1.15,19.29,0.0,275.4,"B12,B2,D","Ca,K",Yes,Yes,No,4,4,2,"Protein Rich,Calcium",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Fennel,Veg,Spices,16.08,53.21,14.7,40.56,343.1,"C,B9","Ca,Fe",Yes,Yes,Yes,5,4,4,"Cooling Spice,Digestive",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Coriander,Veg,Spices,2.18,3.71,0.48,2.89,23.8,"K,A,C","K,Ca",Yes,Yes,Yes,4,4,4,"Digestive,Cooling",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Jowar Roti,Veg,Grains,1.86,19.25,0.89,0.88,90.2,"B3,B1","Fe,Ca",Yes,Yes,Yes,4,4,5,"Gluten Free,High Fiber",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Ridge Gourd,Veg,Vegetables,0.72,3.62,0.2,0.61,20.1,"C,B6","Fe,Ca",Yes,Yes,Yes,4,5,5,"Light,Cooling",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Spinach,Veg,Leafy Greens,3.0,3.59,0.42,2.22,22.3,"K,A,C,B9","Fe,Ca",Yes,Yes,Yes,4,4,4,"Iron Rich,Antioxidant",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Fennel,Veg,Spices,15.46,50.7,14.6,40.02,361.8,"C,B9","Ca,Fe",Yes,Yes,Yes,5,4,4,"Cooling Spice,Digestive",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Bitter Gourd,Veg,Vegetables,1.0,4.09,0.2,2.68,16.8,"C,B9","Fe,K",No,Yes,Yes,2,5,4,Diabetes Control,Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Almonds,Veg,Nuts & Seeds,21.4,23.0,49.22,12.53,580.1,"E,B2","Mg,Ca,Fe",Yes,Yes,No,5,4,2,"Brain Food,Vitamin E",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Bitter Gourd,Veg,Vegetables,1.01,4.39,0.21,2.76,16.6,"C,B9","Fe,K",No,Yes,Yes,2,5,4,Diabetes Control,Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Sweet Potato,Veg,Vegetables,1.67,20.0,0.1,2.89,86.5,"A,B6,C","K,Mn",Yes,No,Yes,5,2,4,"Energy,Beta-Carotene",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Quinoa,Veg,Grains,4.3,18.84,1.87,2.91,119.6,"B1,B2,B9","Mg,Fe,Zn",Yes,Yes,Yes,5,4,4,"Complete Protein,Gluten Free",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Basmati Rice,Veg,Grains,2.76,46.69,0.3,0.41,200.9,"B1,B3","Mg,P",Yes,Yes,No,5,4,2,"Light,Easily Digestible",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Buttermilk,Veg,Dairy,3.11,4.75,0.86,0.0,38.2,"B12,B2","Ca,K",Yes,Yes,Yes,4,4,4,"Digestive,Light",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Amla,Veg,Fruits,0.93,13.43,0.57,4.24,45.6,"C,B5","Ca,Fe",Yes,Yes,Yes,5,4,5,"Vitamin C Powerhouse,Tri-doshic",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Egg White,Non-Veg,Eggs,3.76,0.2,0.1,0.0,17.8,B2,Se,Yes,Yes,Yes,5,4,4,Fat Free Protein,Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Cauliflower,Veg,Vegetables,1.9,5.08,0.29,2.05,23.9,"C,B9","K,Ca",No,Yes,Yes,2,4,4,Light,Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Pistachios,Veg,Nuts & Seeds,20.87,28.04,47.27,10.41,553.0,"B6,B1","Cu,Mn",Yes,Yes,No,4,4,2,Complete Nutrition,Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Tuna,Non-Veg,Fish,29.25,0.0,0.48,0.0,125.9,"B12,D,B3","Se,P",Yes,Yes,No,4,4,2,"Lean Protein,Omega",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Cumin,Veg,Spices,17.78,43.77,21.48,11.02,363.1,"B1,B9","Fe,Mg",Yes,No,Yes,5,2,4,"Digestive,Iron Rich",Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
Broccoli,Veg,Vegetables,2.78,6.53,0.4,2.54,34.1,"C,K,B9","K,Ca",Yes,Yes,Yes,4,5,4,"Antioxidant,Anti-Cancer",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Quinoa,Veg,Grains,4.41,19.95,1.99,2.92,120.5,"B1,B2,B9","Mg,Fe,Zn",Yes,Yes,Yes,5,4,4,"Complete Protein,Gluten Free",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Coconut Milk,Vegan,Dairy Alt,2.22,2.35,21.58,2.19,191.4,B12,"Mn,Cu",Yes,No,No,4,2,2,"Rich,Warming",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Spirulina,Vegan,Supplements,56.94,8.08,8.31,1.0,302.5,"B12,B1","Fe,Mg",Yes,Yes,Yes,4,4,4,"Superfood,Iron Rich",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Catla Fish,Non-Veg,Fish,17.3,0.0,2.33,0.0,94.3,"B12,D","P,Se",Yes,Yes,No,4,4,2,Light Protein,Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Ash Gourd,Veg,Vegetables,0.4,3.84,0.1,0.81,12.4,"C,B9","K,Ca",Yes,Yes,Yes,4,5,5,"Cooling,Weight Loss",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Turmeric,Veg,Spices,10.08,66.54,3.21,20.09,338.1,"B6,C","Mn,Fe",Yes,No,Yes,4,2,4,Anti-Inflammatory,Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Palak,Veg,Leafy Greens,3.04,3.76,0.39,2.28,23.9,"K,A,C","Fe,Ca",Yes,Yes,Yes,4,4,4,Iron Rich,Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Apple,Veg,Fruits,0.29,14.49,0.19,2.32,50.1,"C,B6","K,Ca",Yes,Yes,Yes,5,4,4,"Fiber Rich,Antioxidant",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Rajma,Veg,Legumes,8.71,22.26,0.52,6.12,125.8,"B9,B1,B6","Fe,K,Mg",No,Yes,No,2,4,2,Protein Rich,Vaat,not_suitable,No,Gaseous properties disturb Vaat and digestive function.
Oats,Veg,Grains,2.43,11.77,1.43,1.71,71.3,"B1,B5","Mn,P,Mg",Yes,Yes,Yes,5,4,4,"Heart Healthy,Fiber Rich",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Walnuts,Veg,Nuts & Seeds,14.38,13.88,63.96,6.71,664.5,"E,B6,B9","Mn,Cu",Yes,No,No,4,2,2,"Omega-3,Brain Health",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Ridge Gourd,Veg,Vegetables,0.72,3.72,0.2,0.61,20.3,"C,B6","Fe,Ca",Yes,Yes,Yes,4,5,5,"Light,Cooling",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Cumin,Veg,Spices,16.93,42.97,22.29,10.28,363.1,"B1,B9","Fe,Mg",Yes,No,Yes,5,2,4,"Digestive,Iron Rich",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Spirulina,Vegan,Supplements,58.07,7.65,7.64,1.02,292.4,"B12,B1","Fe,Mg",Yes,Yes,Yes,4,4,4,"Superfood,Iron Rich",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Mutton (Goat),Non-Veg,Red Meat,24.64,0.0,3.11,0.0,116.2,"B12,B3","Fe,Zn",Yes,No,No,4,2,2,"Iron Rich,Warming",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Paneer,Veg,Dairy,10.88,1.24,20.71,0.0,274.2,"B12,B2,D","Ca,K",Yes,Yes,No,4,4,2,"Protein Rich,Calcium",Cough (Kapha),not_suitable,No,Sweet and cold nature aggravates Kapha's already heavy and damp qualities.
Egg White,Non-Veg,Eggs,3.56,0.2,0.1,0.0,16.9,B2,Se,Yes,Yes,Yes,5,4,4,Fat Free Protein,Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Pistachios,Veg,Nuts & Seeds,20.56,26.7,46.99,10.25,561.0,"B6,B1","Cu,Mn",Yes,Yes,No,4,4,2,Complete Nutrition,Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Chicken Thigh,Non-Veg,Poultry,27.07,0.0,5.85,0.0,207.4,"B3,B6,B12","Se,P",Yes,No,No,4,2,2,"Juicy,Protein Rich",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Buttermilk,Veg,Dairy,3.22,4.75,0.94,0.0,39.4,"B12,B2","Ca,K",Yes,Yes,Yes,4,4,4,"Digestive,Light",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Urad Dal,Veg,Legumes,8.25,20.56,0.87,3.35,126.7,"B9,B1","Fe,K",Yes,No,No,4,2,2,"Heavy,Strengthening",Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Drumstick Leaves,Veg,Leafy Greens,9.81,8.33,1.38,1.94,94.3,"A,C,B9","Ca,K,Fe",Yes,Yes,Yes,4,4,4,"Superfood,High Ca",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Turkey,Non-Veg,Poultry,28.52,0.0,7.1,0.0,185.2,"B3,B6,B12","Se,Zn",Yes,No,No,4,2,2,"Lean,Low Fat",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Quinoa,Veg,Grains,4.44,19.68,1.91,2.72,124.6,"B1,B2,B9","Mg,Fe,Zn",Yes,Yes,Yes,5,4,4,"Complete Protein,Gluten Free",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Methi/Fenugreek,Veg,Leafy Greens,4.49,6.07,0.86,2.75,48.0,"A,C,B9","Fe,Ca,K",Yes,No,Yes,4,2,4,Blood Sugar Control,Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Cumin,Veg,Spices,17.63,45.36,21.71,10.16,391.7,"B1,B9","Fe,Mg",Yes,No,Yes,5,2,4,"Digestive,Iron Rich",Pit,not_suitable,No,"Hot, sour, or spicy qualities significantly aggravate Pitta dosha."
Basmati Rice,Veg,Grains,2.71,44.57,0.3,0.39,193.1,"B1,B3","Mg,P",Yes,Yes,No,5,4,2,"Light,Easily Digestible",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Capsicum,Veg,Vegetables,0.91,5.8,0.31,2.09,32.0,"C,B6,A","K,Mg",No,No,Yes,2,2,4,Vitamin C Rich,Vaat,not_suitable,No,"Cold, dry, or pungent qualities aggravate Vaat dosha."
Bottle Gourd,Veg,Vegetables,0.63,3.88,0.1,1.18,14.7,"C,B9","K,Ca",Yes,Yes,Yes,5,5,5,"Cooling,Easy Digest",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Broccoli,Veg,Vegetables,2.7,6.49,0.4,2.53,34.8,"C,K,B9","K,Ca",Yes,Yes,Yes,4,5,4,"Antioxidant,Anti-Cancer",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Wheat Roti,Veg,Grains,3.74,18.34,0.41,1.25,88.4,"B1,B2","Fe,Ca",Yes,Yes,Yes,4,4,4,"Staple,Fiber Rich",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Poha,Veg,Grains,1.93,23.24,0.39,0.49,106.9,"B1,B3","Fe,Mg",Yes,Yes,Yes,4,4,4,"Light,Easy Digest",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Wheat Roti,Veg,Grains,3.46,18.69,0.39,1.21,89.4,"B1,B2","Fe,Ca",Yes,Yes,Yes,4,4,4,"Staple,Fiber Rich",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Coriander,Veg,Spices,2.13,3.7,0.51,2.92,23.9,"K,A,C","K,Ca",Yes,Yes,Yes,4,4,4,"Digestive,Cooling",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Sunflower Seeds,Veg,Nuts & Seeds,19.79,20.48,49.81,8.67,583.7,"E,B1","Se,Mg",Yes,Yes,No,4,4,2,Vitamin E Rich,Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Drumstick Leaves,Veg,Leafy Greens,9.13,8.36,1.4,2.0,88.7,"A,C,B9","Ca,K,Fe",Yes,Yes,Yes,4,4,4,"Superfood,High Ca",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Flax Seeds,Veg,Nuts & Seeds,17.6,28.47,40.49,27.24,522.1,"B1,B9","Mn,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Fiber Rich",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Cumin,Veg,Spices,18.06,46.39,23.16,10.82,387.9,"B1,B9","Fe,Mg",Yes,No,Yes,5,2,4,"Digestive,Iron Rich",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Chia Seeds,Veg,Nuts & Seeds,16.43,41.79,30.12,32.73,509.8,"B1,B3","Ca,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Hydrophilic",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Salmon,Non-Veg,Fish,19.01,0.0,12.37,0.0,217.6,"B12,D,B3","Se,P",Yes,Yes,No,4,4,2,"Omega-3,Heart Health",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Pumpkin Seeds,Veg,Nuts & Seeds,30.81,10.66,46.93,5.88,553.7,"B9,B1","Zn,Mg",Yes,Yes,Yes,4,4,4,"Zinc Rich,Prostate Health",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Oat Milk,Vegan,Dairy Alt,1.04,15.66,1.43,0.8,79.0,"B12,D",Ca,Yes,Yes,Yes,4,4,4,Fiber Rich,Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Brown Rice,Veg,Grains,2.51,47.92,0.91,1.71,223.8,"B1,B3,B6","Mg,P,Mn",Yes,Yes,No,4,3,2,"Fiber Rich,Whole Grain",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Coconut Oil,Veg,Oils,0.0,0.0,100.86,0.0,919.2,E,,Yes,Yes,No,5,4,2,"MCT,Antimicrobial",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Potato,Veg,Vegetables,1.91,17.48,0.1,2.28,75.5,"C,B6,B9","K,Mg",Yes,No,No,4,2,2,"Heavy,Kapha Increasing",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Lobia,Veg,Legumes,7.6,23.74,0.51,6.37,112.5,"B9,B1","Fe,K,Mg",No,Yes,Yes,2,4,4,Fiber Rich,Vaat,not_suitable,No,"Cold, dry, or pungent qualities aggravate Vaat dosha."
Almond Milk,Vegan,Dairy Alt,0.4,3.4,1.11,0.48,16.6,"E,D",Ca,Yes,Yes,Yes,5,4,4,"Light,Dairy Free",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Chana Dal,Veg,Legumes,8.88,28.12,1.63,4.94,165.8,"B9,B1","Fe,Mg",No,Yes,Yes,2,4,4,Fiber Rich,Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Fennel,Veg,Spices,15.57,50.93,15.41,38.72,328.8,"C,B9","Ca,Fe",Yes,Yes,Yes,5,4,4,"Cooling Spice,Digestive",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Cumin,Veg,Spices,17.04,45.49,23.0,11.02,373.9,"B1,B9","Fe,Mg",Yes,No,Yes,5,2,4,"Digestive,Iron Rich",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Sweet Potato,Veg,Vegetables,1.54,19.97,0.1,3.08,83.3,"A,B6,C","K,Mn",Yes,No,Yes,5,2,4,"Energy,Beta-Carotene",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Sardines,Non-Veg,Fish,24.06,0.0,11.71,0.0,211.3,"B12,D","Ca,P",Yes,Yes,No,4,4,2,"Calcium Rich,Omega-3",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Avocado,Vegan,Fruits,2.03,8.63,14.17,6.7,160.5,"K,E,C","K,Mg",Yes,Yes,Yes,4,4,4,"Healthy Fat,Omega-9",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Egg,Non-Veg,Eggs,6.41,0.63,5.12,0.0,78.0,"B12,D,A","Se,P",Yes,No,Yes,4,2,4,Complete Protein,Pit,not_suitable,No,"Hot, sour, or spicy qualities significantly aggravate Pitta dosha."
Lobia,Veg,Legumes,7.97,23.08,0.51,6.52,111.5,"B9,B1","Fe,K,Mg",No,Yes,Yes,2,4,4,Fiber Rich,Vaat,not_suitable,No,Astringent taste aggravates Vaat – consume rarely if at all.
Oats,Veg,Grains,2.5,12.23,1.4,1.72,66.9,"B1,B5","Mn,P,Mg",Yes,Yes,Yes,5,4,4,"Heart Healthy,Fiber Rich",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Lobia,Veg,Legumes,7.62,24.4,0.5,6.31,114.9,"B9,B1","Fe,K,Mg",No,Yes,Yes,2,4,4,Fiber Rich,Vaat,not_suitable,No,Gaseous properties disturb Vaat and digestive function.
Tomato,Veg,Vegetables,0.89,3.84,0.21,1.24,17.9,"C,K,A","K,Ca",No,No,Yes,2,2,4,"Cooling,Acidic",Vaat,not_suitable,No,"Cold, dry, or pungent qualities aggravate Vaat dosha."
Methi/Fenugreek,Veg,Leafy Greens,4.54,5.86,0.92,2.67,47.0,"A,C,B9","Fe,Ca,K",Yes,No,Yes,4,2,4,Blood Sugar Control,Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Salmon,Non-Veg,Fish,20.48,0.0,12.42,0.0,208.7,"B12,D,B3","Se,P",Yes,Yes,No,4,4,2,"Omega-3,Heart Health",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Almond Milk,Vegan,Dairy Alt,0.42,3.41,1.11,0.5,17.7,"E,D",Ca,Yes,Yes,Yes,5,4,4,"Light,Dairy Free",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Capsicum,Veg,Vegetables,0.92,6.13,0.31,2.13,31.0,"C,B6,A","K,Mg",No,No,Yes,2,2,4,Vitamin C Rich,Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Brown Rice,Veg,Grains,2.71,47.92,0.87,1.75,223.5,"B1,B3,B6","Mg,P,Mn",Yes,Yes,No,4,3,2,"Fiber Rich,Whole Grain",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Rohu Fish,Non-Veg,Fish,16.4,0.0,1.34,0.0,93.4,"B12,D","P,Se",Yes,Yes,No,4,4,2,"Light,Easy Digest",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Paneer,Veg,Dairy,10.72,1.21,19.47,0.0,269.5,"B12,B2,D","Ca,K",Yes,Yes,No,4,4,2,"Protein Rich,Calcium",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Chicken Thigh,Non-Veg,Poultry,26.41,0.0,5.87,0.0,205.4,"B3,B6,B12","Se,P",Yes,No,No,4,2,2,"Juicy,Protein Rich",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Sooji/Semolina,Veg,Grains,3.47,27.41,0.48,0.29,124.0,"B1,B3","Fe,Mg",Yes,Yes,No,4,3,2,Light,Pit,moderately_suitable,Moderate,Acceptable in small amounts – balance with cooling foods.
Moong Dal,Veg,Legumes,7.32,14.66,0.39,4.49,102.5,"B9,B1","Fe,K",Yes,Yes,Yes,5,5,5,"Tri-doshic,Easy Digest",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Sunflower Seeds,Veg,Nuts & Seeds,21.59,20.79,49.37,8.94,560.5,"E,B1","Se,Mg",Yes,Yes,No,4,4,2,Vitamin E Rich,Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
